gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cpm_total_poly_1,cpm_total_poly_2,cpm_total_poly_3,cpm_total_poly_4,cpm_LNCaP_TCT1_80S_S34,cpm_LNCaP_TCT2_80S_S38,cpm_LNCaP_TCT3_80S_S42,cpm_LNCaP_TCT4_80S_S46,raw_total_poly_1,raw_total_poly_2,raw_total_poly_3,raw_total_poly_4,raw_LNCaP_TCT1_80S_S34,raw_LNCaP_TCT2_80S_S38,raw_LNCaP_TCT3_80S_S42,raw_LNCaP_TCT4_80S_S46
ZMYND19,2847.085771,-0.180497597,0.150308849,0,1,1,40.23153423,43.62690537,55.10960756,49.9452542,18.43764272,24.58992957,28.40691333,30.83845308,5528,6290,7394,3270,1192,1917,2012,1207
ARRDC1,5265.816029,0.267428329,0.250746643,0,1,1,98.74483654,117.265515,90.85557427,93.36860517,39.25732989,46.35785367,33.43318627,37.14922186,13568,16907,12190,6113,2538,3614,2368,1454
EHMT1,3709.155549,0.302240283,0.304410944,0,1,1,65.91479839,70.01806195,80.8458092,71.71038791,15.2667394,16.8550691,47.52369298,35.25854619,9057,10095,10847,4695,987,1314,3366,1380
CACNA1B,951.9353419,-0.600021897,0.477997494,-0.581789246,0.560708648,1,18.12165706,19.99624295,5.74648464,6.873200119,11.24510592,12.04483248,6.55109731,6.694013842,2490,2883,771,450,727,939,464,262
TUBB8,19.14074374,-0.36718188,0.543053159,-0.083332145,0.933587441,1,0.320222052,0.24969294,0.260865061,0.336023117,0.216549495,0.179582167,0.098831209,0.204397369,44,36,35,22,14,14,7,8
ZMYND11,4324.871866,-0.605328739,0.20781868,-1.363691867,0.172664565,0.468223395,47.58208588,46.64402839,73.60121378,77.94208935,29.60540954,38.72561157,56.51733304,52.58122323,6538,6725,9875,5103,1914,3019,4003,2058
DIP2C,1596.352301,0.163819163,0.184581306,0,1,1,25.59593087,22.72899346,36.26024355,35.84755706,10.57998962,11.72415004,14.47171281,13.43912703,3517,3277,4865,2347,684,914,1025,526
LARP4B,4771.361283,0.189473331,0.221706034,0,1,1,70.97285126,70.51744784,113.2676097,108.9020374,21.74775644,34.33867578,48.08844275,49.08091829,9752,10167,15197,7130,1406,2677,3406,1921
GTPBP4,4181.726694,0.412751816,0.269280776,0.337282603,0.735903873,1,100.0257247,82.44028573,91.54127672,57.42940544,17.12287793,31.60646138,39.23599014,34.84975145,13744,11886,12282,3760,1107,2464,2779,1364
IDI2,3.488741604,-0.030918692,1.665119644,0,1,1,0.094611061,0.076295065,0,0.061095112,0.061871284,0.038481893,0,0,13,11,0,4,4,3,0,0
IDI1,16651.60749,0.479047994,0.43802014,0.358704736,0.719815985,1,387.8907944,390.3463605,247.5087703,315.0827672,118.4680416,197.2197012,36.49695376,96.42445894,53298,56279,33208,20629,7659,15375,2585,3774
WDR37,2704.470841,-0.103267967,0.271919129,0,1,1,48.20797444,58.72639233,35.29131618,37.43602998,16.81352151,28.46377346,25.83730189,22.84140601,6624,8467,4735,2451,1087,2219,1830,894
ADARB2,152.1760955,-0.61038489,0.506579234,-0.569420884,0.569070548,1,1.528332523,0.98489993,3.74155031,2.520173377,0.726987591,0.590055691,3.162598701,1.941775008,210,142,502,165,47,46,224,76
PFKP,28027.78574,0.50482356,0.33664229,0.543293194,0.58692795,1,681.2360277,664.9184277,537.4714661,380.5003586,221.4063909,226.3120122,136.2600003,159.429948,93605,95866,72112,24912,14314,17643,9651,6240
PITRM1,6094.096289,1.309235292,0.172845864,5.712067235,1.11612E-08,3.03079E-07,154.1796405,141.6660639,159.321473,155.3190489,22.78410045,33.29966467,25.78082691,35.82063896,21185,20425,21376,10169,1473,2596,1826,1402
KLF6,2859.791088,-1.20582964,0.318609021,-2.774251472,0.005532889,0.032284385,34.22737074,36.60082347,20.87665821,27.59971692,32.09572874,43.80522144,22.19466588,32.42253269,4703,5277,2801,1807,2075,3415,1572,1269
AKR1E2,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C1,14.6821653,0.869885811,0.814123113,0.67306493,0.500905984,0.947227789,0.327499826,0.492449965,0.126705887,0.366570673,0.092806926,0.076963786,0.155306186,0,45,71,17,24,6,6,11,0
AKR1C2,66.73548795,1.250862504,0.780521417,1.190145957,0.23398903,0.57813657,1.404610366,2.822917406,1.132899696,1.023343129,0.510438096,0.564401096,0.014118744,0.102198685,193,407,152,67,33,44,1,4
AKR1C3,14.75656209,0.689517537,0.872750848,0.421184858,0.6736201,1,0.261999861,0.33292392,0.275771636,0.442939563,0.015467821,0.256545953,0.098831209,0,36,48,37,29,1,20,7,0
AKR1C4,0.210528148,0.243738484,3.473523474,0,1,,0.014555548,0,0.014906575,0,0,0,0,0,2,0,2,0,0,0,0,0
UCN3,0.676489943,1.908105828,2.718560824,0.583462293,0.559582133,,0.029111096,0.01387183,0.037266437,0.015273778,0,0,0,0,4,2,5,1,0,0,0,0
TUBAL3,15.33140765,-0.190009341,1.030401507,0,1,1,0.116444383,0.18033379,0.417384098,0.320749339,0.324824243,0,0.112949954,0.025549671,16,26,56,21,21,0,8,1
NET1,5793.161709,0.648421973,0.198542159,1.644456173,0.10008201,0.314258855,122.8197127,103.4561082,131.1927661,143.1000265,32.48242426,45.69083419,30.82121859,40.67507648,16876,14916,17602,9369,2100,3562,2183,1592
CALML5,0.196614646,0.156072835,3.479046088,0,1,,0,0,0.02981315,0,0,0,0,0,0,0,4,0,0,0,0,0
CALML3,0.766134526,2.073590489,2.58489191,0.67765402,0.497991086,,0.021833322,0.01387183,0.02981315,0.045821334,0,0,0,0,3,2,4,3,0,0,0,0
ASB13,2966.233435,0.382077772,0.332522,0.180889315,0.856454456,1,36.93470264,32.24506885,84.33394774,91.59684692,12.80735585,16.41894098,26.74090152,33.11237382,5075,4649,11315,5997,828,1280,1894,1296
GDI2,22549.4998,-2.015263973,0.290832694,-5.822371115,5.80185E-09,1.68988E-07,163.3569134,134.5012637,182.0018268,149.9579528,346.4173209,340.4749612,183.9954744,293.4379732,22446,19392,24419,9818,22396,26543,13032,11485
ANKRD16,1937.993017,0.013106683,0.186475477,0,1,1,29.3003178,25.64901368,45.59921275,38.48992067,12.42066033,16.09825854,17.81785518,18.49796192,4026,3698,6118,2520,803,1255,1262,724
IL15RA,60.87081368,0.192405492,0.591862067,0,1,1,0.778721809,0.8323098,1.185072708,1.863400921,0.355759885,0.115445679,0.26825614,1.277483558,107,120,159,122,23,9,19,50
IL2RA,0.593717447,-2.047923853,3.014475498,-0.572569178,0.566936434,,0,0.006935915,0.007453287,0,0.015467821,0.012827298,0,0,0,1,1,0,1,1,0,0
RBM17,6147.390777,0.894941643,0.223491903,2.563911888,0.010349982,0.053895917,133.2342071,118.6180184,160.4543727,153.86804,32.49789208,46.04999852,28.81635692,34.05771165,18307,17102,21528,10074,2101,3590,2041,1333
PFKFB3,7051.653986,0.505828805,0.25712492,0.715219316,0.474473535,0.917006327,155.0529734,179.8135965,118.1196998,117.9746616,38.25192152,50.5138981,59.31284439,46.52595117,21305,25925,15848,7724,2473,3938,4201,1821
PRKCQ,1.900747155,-3.875357608,1.968527341,-1.805120731,0.071055792,0.242595394,0.007277774,0,0.007453287,0,0.046403463,0.038481893,0,0.025549671,1,0,1,0,3,3,0,1
SFMBT2,174.2022935,-0.543069092,0.504093362,-0.438690555,0.660885772,1,1.24449934,1.255400616,3.637204286,4.307205408,0.494970274,1.103147597,2.456661491,3.372556592,171,181,488,282,32,86,174,132
ITIH5,0.244068839,-1.992624591,3.533811541,-0.472774645,0.636373965,,0,0.006935915,0,0,0,0.012827298,0,0,0,1,0,0,0,1,0,0
ITIH2,0.054412828,-1.271290583,3.533811541,-0.268651137,0.788198157,,0,0.006935915,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KIN,483.1323814,-0.418938322,0.259868665,-0.373304827,0.708921584,1,7.91094025,5.333718637,8.981211403,7.025937899,2.366576625,5.092437163,6.042822518,5.518728969,1087,769,1205,460,153,397,428,216
TAF3,563.4668878,-0.306494393,0.334662351,0,1,1,9.985105817,7.483852288,10.24827027,7.636889021,2.289237519,3.861016589,9.078352522,6.489616473,1372,1079,1375,500,148,301,643,254
GATA3,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELF2,10.56093284,0.198675664,0.959743352,0,1,1,0.181944348,0.16646196,0.283224924,0.168011558,0,0.012827298,0.197662419,0.153298027,25,24,38,11,0,1,14,6
USP6NL,1639.336834,-0.609470798,0.244540524,-1.175848888,0.239655266,0.587994186,17.96882381,17.81836564,26.1163193,31.11268587,10.40984359,12.63488817,21.14987881,23.94004187,2469,2569,3504,2037,673,985,1498,937
ECHDC3,1551.819846,1.870092128,0.2566143,6.033038825,1.60905E-09,5.04228E-08,37.48053568,32.41846672,51.2786178,52.75562936,5.274526987,6.067311783,3.557923539,7.205007265,5150,4674,6880,3454,341,473,252,282
PROSER2,548.3527823,0.368936582,0.230418048,0.20401391,0.838342629,1,11.02582749,11.20150273,11.96252639,8.980981489,3.387452816,3.719916315,4.969797959,3.832450673,1515,1615,1605,588,219,290,352,150
UPF2,2098.069026,0.189268431,0.198201216,0,1,1,41.46147802,40.01329365,38.87634745,35.71009306,11.16776682,15.57233933,20.41570412,19.39220041,5697,5769,5216,2338,722,1214,1446,759
DHTKD1,1308.717811,0.405105467,0.223996303,0.371333682,0.710389014,1,22.48832141,20.53724432,27.55480378,35.93919973,6.17166061,7.670723988,11.09733294,13.69462374,3090,2961,3697,2353,399,598,786,536
SEC61A2,413.7571319,-0.426671555,0.286142754,-0.366053162,0.714325407,1,6.586385397,6.783324873,5.411086704,5.804035656,2.026284561,5.708147449,4.136792051,4.343444096,905,978,726,380,131,445,293,170
NUDT5,4882.129578,-0.063100922,0.225112382,0,1,1,79.8371799,65.35712707,102.6094086,91.2608238,40.83504764,30.10566756,41.02907065,53.52656107,10970,9423,13767,5975,2640,2347,2906,2095
CDC123,4724.285924,1.923604373,0.260541553,6.147488806,7.87193E-10,2.63756E-08,122.7178238,104.371649,150.168836,154.0818729,15.97825917,18.94591861,9.925477174,20.13314087,16862,15048,20148,10088,1033,1477,703,788
CAMK1D,19.38033815,0.033195955,1.252550991,0,,,0.181944348,0.33292392,0.424837386,0.458213341,0.479502453,0,0,0.025549671,25,48,57,30,31,0,0,1
CCDC3,0.054412828,-1.271290583,3.533811541,-0.268651137,0.788198157,,0,0.006935915,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OPTN,266.0485369,-0.196079788,0.43898839,0,1,1,5.305497187,4.702550372,3.629750998,3.482421394,3.124499858,3.219651707,1.157737025,1.379682242,729,678,487,228,202,251,82,54
MCM10,809.0013712,0.588016625,0.436375419,0.609769749,0.542014343,0.990928424,15.1814364,11.49281116,26.43681066,16.3429425,1.685992497,2.732214397,10.03842713,8.584689508,2086,1657,3547,1070,109,213,711,336
UCMA,0.056110413,-1.271290583,3.533811541,-0.268651137,0.788198157,,0.007277774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PHYH,1678.522882,0.705040068,0.262509629,1.459420648,0.144449367,0.413862175,36.35248073,32.61267234,34.3223888,43.51499364,10.70373219,12.28855114,6.635809775,12.23829248,4995,4702,4605,2849,692,958,470,479
SEPHS1,8572.075297,-0.96251499,0.180930616,-3.540511328,0.000399352,0.003566535,89.48023034,77.36319594,123.1208557,125.0922422,81.45354579,86.09682175,93.28254294,118.0139311,12295,11154,16519,8190,5266,6712,6607,4619
BEND7,0.189656011,-2.713963104,3.533811541,-0.676899427,0.498469767,,0,0,0,0,0,0.012827298,0,0,0,0,0,0,0,1,0,0
PRPF18,380.7302913,0.621246531,0.347775185,0.860666457,0.389421772,0.812588029,9.482939417,8.004045913,7.535273633,7.041211677,3.402920637,2.257604384,1.877792979,1.916225337,1303,1154,1011,461,220,176,133,75
FRMD4A,390.4228474,-0.163323285,0.225947771,0,1,1,6.178830058,5.937143243,7.356394734,6.521903224,2.273769698,3.052896838,4.941560471,3.730251988,849,856,987,427,147,238,350,146
FAM107B,3320.248101,-1.015641922,0.196947831,-3.522322753,0.000427783,0.003808272,29.43131773,32.44621038,41.73840984,53.62623471,31.24499858,39.6363497,34.01205478,43.33224228,4044,4678,5600,3511,2020,3090,2409,1696
CDNF,108.425359,-0.290824368,0.3002099,0,1,1,1.78305461,1.699299176,1.669536394,1.63429425,0.835262338,0.987701918,0.70593721,1.507430598,245,245,224,107,54,77,50,59
HSPA14,1584.336577,0.55337185,0.33602895,0.688761358,0.490973457,0.936823547,33.73248212,33.65305959,32.22056174,32.24294545,10.33250448,16.54721395,5.492191494,9.402278985,4635,4852,4323,2111,668,1290,389,368
SUV39H2,1220.92117,-0.398956111,0.268146061,-0.287261412,0.773912166,1,13.1436597,11.34022103,23.87287977,28.02738271,8.955868404,11.18540354,10.87143304,15.91744513,1806,1635,3203,1835,579,872,770,623
DCLRE1C,961.2435328,-1.354029075,0.288597593,-3.576263301,0.000348541,0.003167095,8.071051277,6.783324873,11.67930147,12.20374866,6.697566527,7.645069393,16.99896802,16.45398822,1109,978,1567,799,433,596,1204,644
MEIG1,31.51128772,-0.211763334,0.52459591,0,1,1,0.480333079,0.36066758,0.506823548,0.717867568,0.355759885,0.205236762,0.112949954,0.43434441,66,52,68,47,23,16,8,17
OLAH,4.404944791,0.876001118,1.985178019,0.279104956,0.78016428,1,0.298388731,0.062423235,0,0.015273778,0,0.102618381,0,0,41,9,0,1,0,8,0,0
ACBD7,590.0635022,-0.01286196,0.308332366,0,1,1,9.038995208,7.123184708,9.972498636,16.03746694,4.965170566,5.772283937,2.979055027,5.723126338,1242,1027,1338,1050,321,450,211,224
RPP38,1347.042392,0.168494389,0.193635079,0,1,1,23.15787661,18.58825221,30.58083849,29.21873739,9.358031752,9.761573503,9.939595918,13.285829,3182,2680,4103,1913,605,761,704,520
NMT2,883.6641179,0.838911946,0.215227306,2.402036528,0.01630408,0.077042404,16.63699118,14.92608909,23.28407006,26.28617201,4.315522081,5.81076583,4.405048191,6.719563514,2286,2152,3124,1721,279,453,312,263
FAM171A1,222.0666195,-1.404929679,0.276752944,-3.913243234,9.10647E-05,0.001003071,1.775776836,2.379018846,2.131640217,2.275792928,2.289237519,2.206295194,3.882654655,2.325020075,244,343,286,149,148,172,275,91
ITGA8,109.2352475,0.148989237,0.293646632,0,1,1,1.790332384,1.789466071,2.064560629,2.504899599,0.928069265,0.743983263,0.97419335,0.715390792,246,258,277,164,60,58,69,28
PTER,1165.851692,-0.698611456,0.232299009,-1.621545278,0.104900748,0.32561594,12.45954895,11.67314495,20.79467204,18.74092566,7.702974897,10.8647211,12.67863229,18.34466389,1712,1683,2790,1227,498,847,898,718
C1QL3,2.275872136,-5.662761052,3.125894573,-1.708577443,0.08752925,0.284515661,0,0,0,0,0,0.153927572,0,0,0,0,0,0,0,12,0,0
RSU1,2390.5071,1.132209551,0.354821285,2.283632605,0.022393132,0.09867457,59.09552423,49.70276691,69.39755964,53.03055736,13.98291025,18.06083508,6.18400996,9.708875039,8120,7166,9311,3472,904,1408,438,380
CUBN,59.99699458,0.537567133,0.361445885,0.596601172,0.550773689,1,1.266332662,1.380247086,0.976380659,1.313544912,0.386695527,0.295027846,0.465918559,0.485443752,174,199,131,86,25,23,33,19
TRDMT1,524.5717433,-0.473273033,0.286073699,-0.529041778,0.596776469,1,5.290941639,5.236615827,9.570021113,11.71498776,2.969821647,4.489554174,6.28284117,7.281656279,727,755,1284,767,192,350,445,285
VIM,67085.21163,-1.976921472,0.33365118,-4.96025034,7.04024E-07,1.36516E-05,673.1431431,435.3951284,406.122181,361.3470409,1013.018538,1021.091374,600.0889848,809.7457279,92493,62774,54489,23658,65492,79603,42503,31693
ST8SIA6,18.3319014,-0.683510434,0.927804939,-0.389718058,0.696745042,1,0.3347776,0.353731665,0.074532875,0.183285337,0.340292064,0.26937325,0.028237488,0.025549671,46,51,10,12,22,21,2,1
STAM,1196.669591,0.153424286,0.321632487,0,1,1,19.11143431,14.06603563,28.56845088,28.83689294,10.14689063,12.16027816,5.619260192,8.712437864,2626,2028,3833,1888,656,948,398,341
TMEM236,3.639897535,-1.379390017,1.43320408,-0.737830667,0.460617355,0.901269275,0.007277774,0.062423235,0.014906575,0.061095112,0.015467821,0,0.141187442,0.025549671,1,9,2,4,1,0,10,1
MRC1,3.449259761,-2.838278829,1.371434324,-1.83483138,0.066530678,0.231136892,0.029111096,0.006935915,0.007453287,0.015273778,0,0.089791083,0.028237488,0.102198685,4,1,1,1,0,7,2,4
SLC39A12,0.108825656,-0.558030376,3.518800853,-0.067097369,0.946504188,,0,0.01387183,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CACNB2,106.0202854,-0.781306279,0.579803991,-0.792299107,0.428186293,0.859986747,1.535610297,2.489993486,0.52918341,0.656772456,0.556841559,2.206295194,0.889480885,0.868688819,211,359,71,43,36,172,63,34
NSUN6,1131.794431,-0.301247811,0.242730019,0,1,1,19.87560057,18.56744446,15.25687945,16.86225096,5.692158157,11.35215841,12.31154494,13.6435244,2731,2677,2047,1104,368,885,872,534
ARL5B,2417.038836,-1.243100158,0.213176235,-4.321176143,1.552E-05,0.000215941,18.79849003,25.19817921,23.57474827,34.47291704,17.77252642,30.09284026,31.00476227,37.25142054,2583,3633,3163,2257,1149,2346,2196,1458
MALRD1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLXDC2,11.336953,0.331936291,1.103168921,0.009072225,0.992761511,1,0.298388731,0.45777039,0.02981315,0.030547556,0.154678211,0.089791083,0.028237488,0.025549671,41,66,4,2,10,7,2,1
NEBL,2108.698027,0.314688695,0.381144445,0,1,1,19.78826729,23.93584268,52.42642407,75.6815702,7.594700149,13.07101629,21.33342249,23.5567968,2719,3451,7034,4955,491,1019,1511,922
SKIDA1,2.265208259,0.036985108,1.975905332,0,1,1,0.007277774,0.01387183,0.149065749,0,0,0,0.056474977,0.025549671,1,2,20,0,0,0,4,1
MLLT10,1508.748208,-0.616681605,0.254508539,-1.158128174,0.246811734,0.599375529,17.28471306,18.05418675,23.29897663,26.20980312,7.393618475,14.50767363,22.15230965,19.18780304,2375,2603,3126,1716,478,1131,1569,751
DNAJC1,1560.034391,-0.139703162,0.279328578,0,1,1,30.82865032,28.07658393,23.76853375,19.97810168,13.73542512,15.52103014,11.33735159,12.77483558,4236,4048,3189,1308,888,1210,803,500
EBLN1,0.049153662,-1.271290583,3.533811541,-0.268651137,0.788198157,,0,0,0.007453287,0,0,0,0,0,0,0,1,0,0,0,0,0
COMMD3,542.6671365,-0.19025763,0.253730236,0,1,1,8.274828946,7.469980458,8.638360179,11.56224998,3.789616164,4.309972007,3.642636004,7.945947729,1137,1077,1159,757,245,336,258,311
COMMD3-BMI1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMI1,432.4642226,-0.388064902,0.289046389,-0.228810356,0.819016318,1,4.461275413,4.210100407,8.794879216,9.683575279,3.464791921,3.347924684,3.8967734,5.799775352,613,607,1180,634,224,261,276,227
SPAG6,6.486587173,-2.813115016,1.505087949,-1.655176976,0.097888604,0.309308078,0,0.08323098,0.022359862,0,0,0.064136488,0.26825614,0.076649013,0,12,3,0,0,5,19,3
PIP4K2A,1094.754906,-0.093314157,0.298938189,0,1,1,12.43771563,12.51239067,23.66418772,28.16484671,5.289994809,7.734860476,13.44104448,12.51933887,1709,1804,3175,1844,342,603,952,490
ARMC3,0.444230142,1.259885118,3.428438109,0.273581436,0.784406301,,0,0.006935915,0,0.061095112,0,0,0,0,0,1,0,4,0,0,0,0
MSRB2,2448.447608,0.716730589,0.383000413,1.0308148,0.302627676,0.688476738,51.19913952,57.58196635,44.56320579,59.82738859,16.5815042,21.08807732,5.322766564,17.11827967,7035,8302,5979,3917,1072,1644,377,670
PTF1A,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf67,0.86946298,-4.270940078,3.470428351,-1.137903332,0.25516085,,0,0,0,0,0.015467821,0.038481893,0,0,0,0,0,0,1,3,0,0
OTUD1,457.1353329,-1.282695624,0.365378166,-2.629515443,0.008550665,0.04604633,3.405998194,3.828625082,5.262020955,6.62881967,2.180962772,3.630125232,9.798408476,7.102808581,468,552,706,434,141,283,694,278
KIAA1217,2314.284579,0.755072823,0.262887637,1.647642062,0.099426144,0.312759048,46.39580874,41.12997597,55.72077713,63.55419043,7.053326411,11.86525032,20.72631649,20.26088923,6375,5930,7476,4161,456,925,1468,793
ARHGAP21,2446.089794,0.339076633,0.260499333,0.06582949,0.947513577,1,44.84564289,44.49389474,47.75321283,55.88675386,9.713791637,14.0972001,28.50574454,22.2282139,6162,6415,6407,3659,628,1099,2019,870
PRTFDC1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENKUR,28.46957681,-0.712523392,0.535010541,-0.730070284,0.465347225,0.907003289,0.232888765,0.339859835,0.581356423,0.366570673,0.340292064,0.153927572,0.197662419,0.485443752,32,49,78,24,22,12,14,19
THNSL1,610.2645129,0.379028183,0.373945421,0.152696317,0.878637765,1,9.315550617,7.095441048,17.06802831,16.43458517,1.87160635,2.847660076,6.071060007,7.997047071,1280,1023,2290,1076,121,222,430,313
GPR158,1873.035338,2.558953581,0.465350105,4.8071881,1.53068E-06,2.71671E-05,34.3510929,39.59713875,69.22613403,89.22941132,0.943537086,2.873314671,7.850021776,7.920398058,4720,5709,9288,5842,61,224,556,310
MYO3A,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAD2,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APBB1IP,0.054412828,-1.271290583,3.533811541,-0.268651137,0.788198157,,0,0.006935915,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PDSS1,650.3968533,0.392284495,0.254590323,0.276351432,0.782278157,1,10.9384942,8.108084638,18.75992456,15.28905182,3.1554355,4.3484539,5.901635076,5.723126338,1503,1169,2517,1001,204,339,418,224
ABI1,1850.649185,0.251441675,0.205456908,0,1,1,33.37587119,34.08308632,36.14099095,38.03170732,13.25592266,16.3163226,11.88798262,14.10341848,4586,4914,4849,2490,857,1272,842,552
ANKRD26,514.0142024,0.161935253,0.323718493,0,1,1,7.925495798,8.142764213,9.6371007,12.99798511,2.304705341,2.28325898,6.664047263,5.54427864,1089,1174,1293,851,149,178,472,217
YME1L1,6284.634623,0.278610084,0.194234813,0,1,1,117.2958823,113.1109019,121.1457346,133.8593908,40.52569122,56.4914188,38.21944055,53.55211074,16117,16308,16254,8764,2620,4404,2707,2096
MASTL,1510.680885,0.797331941,0.335610657,1.41653382,0.156619269,0.437567746,37.24764692,40.80398796,24.40206318,29.87550985,9.822066384,11.77545923,5.633378936,8.482490823,5118,5883,3274,1956,635,918,399,332
