gene_name,Ensembl_ID,outdegree_diff,rank_outdegree,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,logpvalue,rank_exp,chromvar_ave_diff,motif_name,rank_chromvar,TF_rank,,,,,,,,,,,,,,
UBP1,ENSG00000153560,76.24052758,204,5396.962327,0.143957182,0.310911205,0.463017027,0.643352163,0.814749475,-0.191551235,196,0.570091205,UBP1_M6529_1.02,272,672,,,,,,,,,,,,,,
FOXB1,ENSG00000171956,1275.930355,22,21.12252942,-4.332152219,1.67735135,-2.582733915,0.009802089,0.069311648,-2.008681362,629,25.53816756,FOXB1_M5437_1.02,26,677,,,,,,,,,,,,,,
SIM2,ENSG00000159263,30.56662719,276.5,4252.485803,1.041825653,1.116143567,0.933415453,0.350605505,0.597982098,-0.455181269,132,0.52314841,SIM2_M5234_1.02,276.5,685,,,,,,,,,,,,,,
NR5A1,ENSG00000136931,219.7508248,102,3.803145771,-1.221041506,0.934396492,-1.306770216,0.191290763,0.427650862,-0.718306,482,5.935033178,NR5A1_M6498_1.02,103,687,,,,,,,,,,,,,,
ALX4,ENSG00000052850,83.8718608,189,47.09455087,1.397525391,1.04730267,1.334404495,0.182071328,0.417535371,-0.739758441,101,-2.794517124,ALX4_M5287_1.02,399,689,,,,,,,,,,,,,,
NR3C1,ENSG00000113580,859.8376842,36,3054.645994,-2.158231273,0.725843272,-2.973412243,0.002945086,0.029971367,-2.530902005,653,53.74306835,NR3C1_M4440_1.02,2,691,,,,,,,,,,,,,,
DMRT1,ENSG00000137090,141.7203022,141,9.1155931,0.740481852,1.138547659,0.65037405,0.515450636,0.729883787,-0.287812921,169,-2.304441921,DMRT1_M0630_1.02,383,693,,,,,,,,,,,,,,
HOXD13,ENSG00000128714,736.8459247,46,244.8993251,-2.725103113,1.185127549,-2.299417573,0.021481239,0.11535999,-1.667940672,603,16.92245125,HOXD13_M5562_1.02,49,698,,,,,,,,,,,,,,
ZFHX3,ENSG00000140836,287.2530561,84,2386.913364,1.22850784,0.58068454,2.115620025,0.034377137,0.155282131,-1.463730291,45,-6.047625058,ZFHX3_M0895_1.02,571,700,,,,,,,,,,,,,,
ZNF232,ENSG00000167840,77.50316508,202,640.1665712,0.179944475,0.398247014,0.451841367,0.651383267,0.819949377,-0.186163402,201,0.001697673,ZNF232_M5967_1.02,297,700,,,,,,,,,,,,,,
EHF,ENSG00000135373,-142.3426067,557,6161.00064,2.663823155,1.001757562,2.659149534,0.007833819,0.05926607,-2.106026493,31,5.413227454,EHF_M5372_1.02,115,703,,,,,,,,,,,,,,
PITX2,ENSG00000164093,46.25361417,244,152.1440931,-0.61838788,1.286973893,-0.48049761,0.630873602,0.807599726,-0.200057644,335,4.907975002,PITX2_M6418_1.02,125,704,,,,,,,,,,,,,,
CEBPZ,ENSG00000115816,246.7661476,95,3411.637112,-0.570801554,0.314394442,-1.815558668,0.069438099,0.237914733,-1.158402179,548,9.91148033,CEBPZ_M6174_1.02,62,705,,,,,,,,,,,,,,
MYC,ENSG00000136997,-111.2578212,524,9296.951691,1.19394882,0.665382495,1.794379666,0.07275259,0.244761149,-1.13815154,66,5.222574804,MYC_M4609_1.02,121,711,,,,,,,,,,,,,,
ZNF652,ENSG00000198740,50.08112411,238.5,1824.842115,0.976422176,0.204751378,4.768818571,1.85E-06,0.000101292,-5.732102427,6,-4.404985139,ZNF652_M6111_1.02,467.5,712,,,,,,,,,,,,,,
SIX6,ENSG00000184302,80.49403372,196,11.20162726,0.115558994,2.112838811,0.054693711,0.95638248,0.980491965,-0.019368388,257,0.842338826,SIX6_M0937_1.02,260,713,,,,,,,,,,,,,,
ZBTB12,ENSG00000204366,76.68076646,203,15.10907474,-0.448402019,0.576249097,-0.778139213,0.436486948,0.671750267,-0.360028738,391,5.315802773,ZBTB12_M0433_1.02,119,713,,,,,,,,,,,,,,
FOXJ1,ENSG00000129654,2098.122663,2,1159.136077,-5.020449863,1.153829137,-4.351120718,1.35E-05,0.000499306,-4.868241985,706,31.34564025,FOXJ1_M6114_1.02,6.5,714.5,,,,,,,,,,,,,,
KLF9,ENSG00000119138,-29.84448767,383,1004.57468,1.857632745,0.681876852,2.724293603,0.006443919,0.051584246,-2.190849907,29,-0.115474828,KLF9_M0415_1.02,303,715,,,,,,,,,,,,,,
FOXC1,ENSG00000054598,1723.11296,12,1031.285489,-2.989657382,0.821245716,-3.640393276,0.000272222,0.005285185,-3.565076897,687,26.83507896,FOXC1_M5441_1.02,17,716,,,,,,,,,,,,,,
SPI1,ENSG00000066336,-3.738109478,335,7.209059609,0.872092718,1.018752497,0.856039833,0.391975747,0.635901657,-0.406740804,140,1.350167235,SPI1_M5863_1.02,241,716,,,,,,,,,,,,,,
YBX3,ENSG00000060138,-84.89057661,489.5,8420.313856,0.989849272,0.553668767,1.787800453,0.073808208,0.246755414,-1.13189534,68,3.544808527,YBX3_M6537_1.02,166,723.5,,,,,,,,,,,,,,
SMARCC2,ENSG00000139613,45.31816592,246,6387.305893,-0.17183087,0.2719221,-0.631912117,0.527444305,0.738559062,-0.277823392,362,5.245137445,SMARCC2_M4527_1.02,120,728,,,,,,,,,,,,,,
NRL,ENSG00000129535,41.32929664,252,52.59124566,-0.187214945,0.416465544,-0.449532856,0.653047312,0.821008583,-0.185055354,333,4.1832555,NRL_M5689_1.02,145,730,,,,,,,,,,,,,,
IRX2,ENSG00000170561,227.1140222,99,1092.466558,-1.161904983,1.38131821,-0.841156639,0.400260188,0.64312559,-0.397657605,404,1.579129211,IRX2_M5581_1.02,228,731,,,,,,,,,,,,,,
ETV3,ENSG00000117036,5.768364528,317,1944.627801,0.083425928,0.26634287,0.313227562,0.75410778,0.880764001,-0.122566579,220,2.68817832,ETV3_M5422_1.02,199,736,,,,,,,,,,,,,,
NFIX,ENSG00000008441,184.7837177,118,6837.608244,2.795422101,0.675297334,4.13954263,3.48E-05,0.001056067,-4.458422091,9,-6.84003033,NFIX_M5664_1.02,610,737,,,,,,,,,,,,,,
GMEB1,ENSG00000162419,-12.30600321,349,914.7275525,0.324214349,0.282960013,1.14579564,0.25187972,0.499643334,-0.598806799,113,0.49981096,GMEB1_M1545_1.02,280,742,,,,,,,,,,,,,,
FOXA2,ENSG00000125798,1905.688089,7,2265.910134,-8.03674633,1.378740839,-5.829047854,5.57E-09,9.16E-07,-8.253797836,731,31.67156878,FOXA2_M6233_1.02,5,743,,,,,,,,,,,,,,
MEF2B,ENSG00000213999,159.9876173,128,15.52963974,-0.471820442,0.525931279,-0.897114245,0.369657958,0.615061908,-0.432199939,417,2.668899689,MEF2B_M5616_1.02,200,745,,,,,,,,,,,,,,
ZBTB3,ENSG00000185670,-89.99541701,496,249.6693649,0.695758565,0.250450176,2.778031852,0.005468926,0.045883129,-2.262097978,28,1.834690458,ZBTB3_M0442_1.02,226,750,,,,,,,,,,,,,,
ARID5B,ENSG00000150347,52.53208256,234,2542.685525,0.437137236,0.409440243,1.067645996,0.285680227,0.534990324,-0.544119817,122,-2.677174736,ARID5B_M3574_1.02,396,752,,,,,,,,,,,,,,
FOXO6,ENSG00000204060,662.3871301,50,628.3939056,-2.537428654,0.735939099,-3.447878576,0.000565008,0.009144646,-3.247945418,676,25.41083118,FOXO6_M5472_1.02,30.5,756.5,,,,,,,,,,,,,,
TLX3,ENSG00000164438,125.8928127,155,10.91754044,-1.482690455,1.621410938,-0.914444587,0.360483282,0.606766839,-0.443114871,420,3.058051364,TLX3_M6525_1.02,184.5,759.5,,,,,,,,,,,,,,
OVOL1,ENSG00000172818,171.5931255,123,326.8633661,-0.531630193,1.017216945,-0.522632065,0.601230322,0.787802913,-0.220959125,345,0.047557573,OVOL1_M6402_1.02,292,760,,,,,,,,,,,,,,
LHX9,ENSG00000143355,57.67630256,223,57.59942819,1.166167712,1.235044191,0.944231567,0.345051327,0.593088606,-0.462116298,131,-2.931437789,LHX9_M5602_1.02,406.5,760.5,,,,,,,,,,,,,,
FEZF2,ENSG00000153266,44.81902622,247.5,0.41874249,1.820106347,3.187002013,0.57110298,0.567929839,NA,-0.245705313,178,-1.023476353,FEZF2_M4840_1.02,336.5,762,,,,,,,,,,,,,,
HOXA5,ENSG00000106004,70.75034134,208,302.7943945,0.717638485,0.505778794,1.418878163,0.15593454,0.383294349,-0.807057677,96,-4.334993853,HOXA5_M3428_1.02,464,768,,,,,,,,,,,,,,
KDM2B,ENSG00000089094,48.65523346,243,739.4291511,-0.163534458,0.410130105,-0.398738,0.690086265,0.843988594,-0.161096616,320,2.419624941,KDM2B_M0607_1.02,209,772,,,,,,,,,,,,,,
FOXA3,ENSG00000170608,1440.259712,17,31.56582189,-1.518542479,0.840103416,-1.807566129,NA,NA,NA,751,29.77413818,FOXA3_M6234_1.02,9,777,,,,,,,,,,,,,,
FOXD4L6,ENSG00000204793,2065.340619,4,1.27198138,1.575221101,1.319588361,1.193721579,NA,NA,NA,767,31.34564025,FOXD4L6_M6114_1.02,6.5,777.5,,,,,,,,,,,,,,
MYRF,ENSG00000124920,4.023332712,324,565.6526607,0.37485779,0.829150127,0.452098815,0.651197797,0.819887063,-0.186287077,200,0.925479044,MYRF_M1418_1.02,257,781,,,,,,,,,,,,,,
ISX,ENSG00000175329,3.357256343,326,63.4143932,5.20859953,1.749001589,2.978041623,0.002900966,0.029600616,-2.537457382,23,-3.661644047,ISX_M5584_1.02,432,781,,,,,,,,,,,,,,
ATOH7,ENSG00000179774,-9.76535058,346,22.67393978,1.369784471,0.63602473,2.153665425,0.031266419,0.146661005,-1.50492185,42,-2.590285982,ATOH7_M0224_1.02,393,781,,,,,,,,,,,,,,
NR2C2,ENSG00000177463,-140.0174412,555,1040.072666,0.281788837,0.29309348,0.961429906,0.336336053,0.584596489,-0.473226576,129,6.234903108,NR2C2_M4549_1.02,99,783,,,,,,,,,,,,,,
ZNF350,ENSG00000256683,-44.25027276,419,552.2395851,1.891007625,0.550167861,3.437146661,0.000587877,0.00942422,-3.23071339,15,-1.43824074,ZNF350_M6556_1.02,350,784,,,,,,,,,,,,,,
PBX3,ENSG00000167081,124.2642964,156,1510.933547,-1.003504686,0.519506115,-1.931651345,0.053402554,0.20331902,-1.272437973,559,8.680269378,PBX3_M4473_1.02,71.5,786.5,,,,,,,,,,,,,,
FOXG1,ENSG00000176165,1390.698919,18,58.70858615,3.604758472,1.690009909,2.132980673,NA,NA,NA,744,24.97460438,FOXG1_M0719_1.02,35,797,,,,,,,,,,,,,,
PBX2,ENSG00000204304,173.0649897,121,842.9323459,-0.242483462,0.354182279,-0.684629007,0.493578058,0.713632973,-0.306644155,369,-0.242538347,PBX2_M6413_1.02,307,797,,,,,,,,,,,,,,
VDR,ENSG00000111424,42.10195927,249,1625.506394,-0.716494731,0.944605469,-0.758512156,0.448144438,0.679758884,-0.348581989,384,3.548081625,VDR_M5946_1.02,164,797,,,,,,,,,,,,,,
TBX3,ENSG00000135111,-67.02972695,468,6715.101391,1.430176665,0.895884849,1.596384476,0.11040298,0.314197857,-0.957019204,80,1.053798783,TBX3_M6504_1.02,251,799,,,,,,,,,,,,,,
ZHX1,ENSG00000165156,-4.130210566,338,3818.685654,0.250782663,0.338810476,0.740185684,0.459187333,0.688448885,-0.3380101,156,-0.216129449,ZHX1_M0898_1.02,306,800,,,,,,,,,,,,,,
HBP1,ENSG00000105856,-30.54395216,386,1478.033188,0.513684031,0.347018333,1.480279232,0.138798743,0.35878643,-0.857614466,92,-0.748908948,HBP1_M6269_1.02,324,802,,,,,,,,,,,,,,
ZNF384,ENSG00000126746,-17.24165838,358,2394.116533,0.366422324,0.308820302,1.186522781,0.23541591,0.480314049,-0.628164189,110,-1.079506005,ZNF384_M6557_1.02,339,807,,,,,,,,,,,,,,
AIRE,ENSG00000160224,133.0573533,147,1.142859852,-1.874205713,1.333180113,-1.405815835,0.159778819,NA,-0.796480794,497,3.528865897,AIRE_M6140_1.02,168,812,,,,,,,,,,,,,,
USF1,ENSG00000158773,-98.73974364,506,2008.37206,0.05865,0.154249838,0.380227301,0.703776695,0.851763872,-0.152565119,213,6.29873005,USF1_M4086_1.02,94,813,,,,,,,,,,,,,,
CTCF,ENSG00000102974,-73.64040176,477,3856.51094,-0.042153772,0.256098242,-0.164600006,0.869258827,0.940830061,-0.060850891,284,12.83393084,CTCF_M4502_1.02,53,814,,,,,,,,,,,,,,
NR2F6,ENSG00000160113,-117.944749,535,2653.119781,0.602982854,0.405218865,1.488042405,0.136739711,0.355877797,-0.864105343,91,2.964402984,NR2F6_M5680_1.02,189,815,,,,,,,,,,,,,,
GMEB2,ENSG00000101216,-13.43747728,353,1739.810023,0.050240953,0.256572947,0.195815474,0.844754598,0.92766744,-0.073269436,235,1.528667994,GMEB2_M5494_1.02,229,817,,,,,,,,,,,,,,
ZBTB47,ENSG00000114853,50.08112411,238.5,537.8850939,0.541353684,0.462746879,1.169869984,0.242053295,0.488347098,-0.616089002,112,-4.404985139,ZBTB47_M6111_1.02,467.5,818,,,,,,,,,,,,,,
HOXD9,ENSG00000128709,374.9086057,79,98.79523356,-3.879394462,1.419717174,-2.732512175,0.006285335,0.050805303,-2.201671581,638,6.094833134,HOXD9_M6304_1.02,102,819,,,,,,,,,,,,,,
CXXC1,ENSG00000154832,41.06487758,254,2358.233538,-0.126993811,0.306589183,-0.414214911,0.678716723,0.83644335,-0.16831145,325,1.345628913,CXXC1_M6185_1.02,242,821,,,,,,,,,,,,,,
STAT5A,ENSG00000126561,33.68781487,270,199.5868027,0.578076241,0.831476986,0.695240217,0.486904772,0.708285375,-0.312555969,163,-2.550333885,STAT5A_M3988_1.02,390,823,,,,,,,,,,,,,,
BHLHE40,ENSG00000134107,39.54438284,256,6692.377907,-0.841971513,0.831153969,-1.01301509,0.311052953,0.560423547,-0.507165671,438,4.564242421,BHLHE40_M4553_1.02,132,826,,,,,,,,,,,,,,
ESRRB,ENSG00000119715,126.497623,154,17.54897651,-1.569889375,1.21116189,-1.296184588,0.194911898,0.432159125,-0.710161649,479,2.838731749,ESRRB_M5410_1.02,195,828,,,,,,,,,,,,,,
E4F1,ENSG00000167967,-46.7112668,427,1765.603199,0.527985816,0.280098477,1.885000668,0.059429748,0.216179674,-1.225996114,61,-1.080885355,E4F1_M6197_1.02,340,828,,,,,,,,,,,,,,
POU2F1,ENSG00000143190,611.4098103,55,2376.380701,0.061184346,0.359657014,0.170118595,0.86491687,0.93825717,-0.063025632,237,-5.461737102,POU2F1_M1231_1.02,542,834,,,,,,,,,,,,,,
RHOXF1,ENSG00000101883,-4.099111502,337,0.817388156,-1.119611678,1.593221191,-0.702734614,0.482221152,NA,-0.316753744,371,4.839941672,RHOXF1_M5782_1.02,127,835,,,,,,,,,,,,,,
REST,ENSG00000084093,-206.1806054,603,2062.660749,0.644734303,0.526436222,1.224714936,0.220682645,0.463343414,-0.65623182,106,4.727128633,REST_M6450_1.02,129,838,,,,,,,,,,,,,,
IRX6,ENSG00000159387,33.96307574,268.5,15.6929949,1.204367924,1.413548529,0.852017387,0.394204442,0.637945393,-0.404278486,142,-3.597287847,IRX6_M0942_1.02,428.5,839,,,,,,,,,,,,,,
IRX4,ENSG00000113430,33.96307574,268.5,636.3548716,1.312361916,1.568925124,0.836471987,0.40288943,0.644876669,-0.394814127,144,-3.597287847,IRX4_M0942_1.02,428.5,841,,,,,,,,,,,,,,
E2F3,ENSG00000112242,-45.09051398,423,2726.554846,0.173940878,0.347417531,0.500668109,0.61660472,0.797706909,-0.209993155,186,1.443503118,E2F3_M5359_1.02,233,842,,,,,,,,,,,,,,
HOXB9,ENSG00000170689,289.1472171,83,1699.12147,-3.678234581,1.071595145,-3.4324853,0.000598076,0.009519764,-3.223243404,674,6.61175925,HOXB9_M1157_1.02,90,847,,,,,,,,,,,,,,
SOX8,ENSG00000005513,26.76744069,280,63.98513344,1.44396222,0.918216387,1.572572914,0.115817743,0.323057297,-0.936224901,82,-4.695754573,SOX8_M5841_1.02,486,848,,,,,,,,,,,,,,
MAF,ENSG00000178573,10.12579609,310,1095.95092,0.14567271,1.096023235,0.132910239,0.894264369,0.95221417,-0.048534073,241,-0.018470456,MAF_M6332_1.02,298,849,,,,,,,,,,,,,,
STAT5B,ENSG00000173757,5.437058368,319,2253.354769,-0.011828168,0.501069797,-0.02360583,0.981167022,0.99139441,-0.008257057,267,0.735055279,STAT5B_M3990_1.02,264,850,,,,,,,,,,,,,,
YY1,ENSG00000100811,-54.53693785,438,8059.676271,0.024097176,0.188718644,0.127688368,0.898395596,0.953924019,-0.046532386,243,3.480298033,YY1_M4516_1.02,170,851,,,,,,,,,,,,,,
ZNF784,ENSG00000179922,-60.2736504,455,356.4787308,-0.039190517,0.368313865,-0.106405217,0.915260854,0.961535973,-0.038455112,274,5.100171472,ZNF784_M5980_1.02,123,852,,,,,,,,,,,,,,
BRCA1,ENSG00000012048,-30.57703127,387,3233.702828,0.174814881,0.388807095,0.449618546,0.652985513,0.820969189,-0.185096454,202,0.728186524,BRCA1_M4454_1.02,265,854,,,,,,,,,,,,,,
IRF5,ENSG00000128604,57.0710094,225,472.2889311,0.327964426,0.771126957,0.425305358,0.670614088,0.831279142,-0.173527327,208,-3.355018826,IRF5_M5574_1.02,422,855,,,,,,,,,,,,,,
FOXQ1,ENSG00000164379,636.9938481,52,2736.906179,-9.350450677,1.703651997,-5.48847458,4.05E-08,4.66E-06,-7.39209526,726,7.690935322,FOXQ1_M6250_1.02,78,856,,,,,,,,,,,,,,
ZBTB1,ENSG00000126804,-58.72171603,451,2351.977125,0.437704948,0.288548844,1.516918044,0.129287377,0.344637347,-0.888443874,87,-0.645787928,ZBTB1_M0413_1.02,318,856,,,,,,,,,,,,,,
HOXD11,ENSG00000128713,539.6439576,64,118.8336827,-8.00885522,1.525936146,-5.248486471,1.53E-07,1.37E-05,-6.814305174,724,8.476086937,HOXD11_M5556_1.02,73,861,,,,,,,,,,,,,,
ID1,ENSG00000125968,-23.65498355,370.5,2698.838898,-0.699056065,0.924535755,-0.75611577,0.449579787,0.680837866,-0.347193222,382,5.751018608,ID1_M0189_1.02,108.5,861,,,,,,,,,,,,,,
ELF3,ENSG00000163435,83.42719538,190,9353.243743,-1.641461126,0.810329254,-2.025671809,0.042798427,0.178459165,-1.368572189,569,5.774826147,ELF3_M5376_1.02,107,866,,,,,,,,,,,,,,
SIX5,ENSG00000177045,-166.3376946,581,225.9796425,0.837371954,0.557027117,1.503287592,0.132764898,0.349902046,-0.876916733,89,2.808413539,SIX5_M4692_1.02,196,866,,,,,,,,,,,,,,
HSF2,ENSG00000025156,128.1966049,152,1521.862345,-0.730708259,0.314575329,-2.322840324,0.020187732,0.11087634,-1.69491247,605,5.687200919,HSF2_M5566_1.02,110,867,,,,,,,,,,,,,,
ARNT,ENSG00000143437,-77.9386868,483,3027.484369,0.041788813,0.209969446,0.199023305,0.842244515,0.92644948,-0.074561809,233,3.832325921,ARNT_M2957_1.02,152,868,,,,,,,,,,,,,,
DBP,ENSG00000105516,2.440461348,327,507.5681638,0.882335112,0.445849198,1.978998988,0.04781612,0.19100931,-1.320425666,52,-4.762142748,DBP_M6186_1.02,491,870,,,,,,,,,,,,,,
TEF,ENSG00000167074,265.8726965,91,1196.767892,-1.208314712,0.416068567,-2.904124002,0.003682823,0.035065503,-2.433819195,646,4.510321273,TEF_M6510_1.02,135,872,,,,,,,,,,,,,,
RXRB,ENSG00000204231,-129.292748,541,913.6332779,0.178034845,0.310504028,0.573373705,0.56639169,0.765605763,-0.246883127,176,3.669612132,RXRB_M6461_1.02,158,875,,,,,,,,,,,,,,
NAIF1,ENSG00000171169,-38.37508967,410,511.3940657,0.241278672,0.221101691,1.091256566,0.275160004,0.523658412,-0.560414693,118,-1.345806837,NAIF1_M1281_1.02,349,877,,,,,,,,,,,,,,
VENTX,ENSG00000151650,-9.61575763,345,0.557065794,1.24263218,1.591774848,0.780658258,0.435003517,NA,-0.361507231,151,-2.322563509,VENTX_M0896_1.02,384.5,880.5,,,,,,,,,,,,,,
GABPA,ENSG00000154727,-116.0556337,531,2293.544673,0.279491117,0.337156026,0.828966695,0.407123253,0.648347859,-0.390274092,145,2.485655987,GABPA_M4505_1.02,205,881,,,,,,,,,,,,,,
HOXC11,ENSG00000123388,579.1488736,60,74.54598901,-0.751971621,1.23595253,-0.608414646,NA,NA,NA,742,7.361235484,HOXC11_M5548_1.02,80,882,,,,,,,,,,,,,,
NKX63,ENSG00000165066,34.17301706,267,2.442121195,1.130430253,1.974435291,0.572533452,0.56696063,0.765875736,-0.246447098,177,-3.857910094,NKX63_M1163_1.02,439,883,,,,,,,,,,,,,,
PAX7,ENSG00000009709,31.29670858,274,1.276109098,1.710798678,2.261599151,0.756455306,0.449376259,NA,-0.347389875,155,-4.170775631,PAX7_M5710_1.02,454,883,,,,,,,,,,,,,,
ATF1,ENSG00000123268,-58.10736387,450,1324.981632,0.53391386,0.280388484,1.904193257,0.05688502,0.210975775,-1.245002087,58,-1.847723453,ATF1_M6152_1.02,375,883,,,,,,,,,,,,,,
YBX2,ENSG00000006047,-84.89057661,489.5,606.3328898,0.284655691,1.109424877,0.25657951,0.797503394,0.902617362,-0.09826746,228,3.544808527,YBX2_M6537_1.02,166,883.5,,,,,,,,,,,,,,
ARID3B,ENSG00000179361,158.9789121,130,412.8881001,-0.165481962,0.40407558,-0.409532201,0.682149141,0.838773273,-0.166120664,323,-3.666616902,ARID3B_M0104_1.02,433,886,,,,,,,,,,,,,,
LHX6,ENSG00000106852,138.5986503,142,173.9586158,0.346228047,0.754222015,0.459053223,0.646195947,0.816623915,-0.189635771,197,-5.617304487,LHX6_M5599_1.02,548,887,,,,,,,,,,,,,,
HINFP,ENSG00000172273,-147.1389418,565,946.1803358,0.199974224,0.255084833,0.783951842,0.433068369,0.669541916,-0.363443536,150,3.250521675,HINFP_M1951_1.02,177,892,,,,,,,,,,,,,,
CLOCK,ENSG00000134852,-0.323030221,331,3156.174403,-0.173713834,0.394904607,-0.439888091,0.660018162,0.825191121,-0.180444114,331,1.485903961,CLOCK_M5321_1.02,231,893,,,,,,,,,,,,,,
HLF,ENSG00000108924,25.76267978,281,171.0302751,1.514302728,0.883483228,1.714014121,0.086526133,0.271792309,-1.062852707,72,-5.461636219,HLF_M3393_1.02,541,894,,,,,,,,,,,,,,
ARID3A,ENSG00000116017,447.363783,70,854.2789878,-0.084230479,0.641520496,-0.131298189,0.895539425,0.952706029,-0.04791529,280,-5.505876044,ARID3A_M6148_1.02,545,895,,,,,,,,,,,,,,
NFATC4,ENSG00000100968,135.4600382,144,1081.479405,-0.865354533,0.9291517,-0.931338266,0.351678614,0.599054063,-0.453854041,423,-0.863767777,NFATC4_M6365_1.02,329,896,,,,,,,,,,,,,,
SOX12,ENSG00000177732,41.66785464,251,3101.954623,0.443359465,0.420308523,1.054842907,0.291497177,0.540836555,-0.535365647,123,-5.148559858,SOX12_M1594_1.02,524,898,,,,,,,,,,,,,,
ZNF524,ENSG00000171443,-176.1744936,587,393.944122,0.266009268,0.404074845,0.658316822,0.510334571,0.725896375,-0.292145011,168,4.293910819,ZNF524_M5975_1.02,144,899,,,,,,,,,,,,,,
MEF2A,ENSG00000068305,421.740266,73,2218.37498,-0.23322828,0.325249003,-0.717076079,0.473327155,0.698591243,-0.324838579,375,-4.1550247,MEF2A_M4695_1.02,453,901,,,,,,,,,,,,,,
MSX1,ENSG00000163132,126.7823288,153,247.1155407,0.364908853,0.925106626,0.394450589,0.693248401,0.845881093,-0.159111124,209,-5.456173856,MSX1_M5638_1.02,540,902,,,,,,,,,,,,,,
NR2E1,ENSG00000112333,110.9873671,169,5.800919341,-2.693723268,1.420395483,-1.896460035,0.05789924,0.213384671,-1.237327139,555,3.249585464,NR2E1_M1432_1.02,178,902,,,,,,,,,,,,,,
OTX1,ENSG00000115507,56.20443837,227,286.8642918,-0.298666455,0.576643594,-0.517939432,0.604500529,0.789761172,-0.218603315,343,-0.942189451,OTX1_M5699_1.02,333,903,,,,,,,,,,,,,,
GFI1B,ENSG00000165702,187.6015787,116,0.501524241,-1.98458534,1.706035899,-1.163272907,0.244718795,NA,-0.611332675,457,-0.963779971,GFI1B_M6262_1.02,335,908,,,,,,,,,,,,,,
MAX,ENSG00000125952,-29.57887332,381,2376.059427,-0.260975896,0.283201619,-0.921519786,0.356779116,0.603432098,-0.447600575,422,5.799972797,MAX_M4646_1.02,106,909,,,,,,,,,,,,,,
STAT6,ENSG00000166888,13.92196756,303,2450.648796,-0.953173473,1.29552702,-0.73574187,0.461887803,0.690576594,-0.335463506,377,1.51492979,STAT6_M3992_1.02,230,910,,,,,,,,,,,,,,
ZFP42,ENSG00000179059,-5.634780309,343,6.834151416,-2.242085255,2.481468388,-0.903531661,0.366243792,0.611950503,-0.436229728,418,3.885236794,ZFP42_M6528_1.02,151,912,,,,,,,,,,,,,,
POU1F1,ENSG00000064835,347.2911383,80,0.975015859,0.110195971,1.018873832,0.108154678,0.913872996,NA,-0.039114156,248,-6.362328544,POU1F1_M5723_1.02,586,914,,,,,,,,,,,,,,
ELK4,ENSG00000158711,-164.8949796,578,3756.914822,0.75680751,0.34896955,2.168692111,0.030106067,0.14296005,-1.521345981,41,0.024849752,ELK4_M1903_1.02,295,914,,,,,,,,,,,,,,
MTF1,ENSG00000188786,18.15572879,293,1543.01144,-0.164666153,0.19780039,-0.832486492,0.4051344,0.646774988,-0.392400879,400,2.064115266,MTF1_M5642_1.02,222,915,,,,,,,,,,,,,,
ARID3C,ENSG00000205143,128.4264649,151,15.09831222,0.035825272,0.659629544,0.0543112,0.956687226,0.980621281,-0.019230025,258,-4.996139013,ARID3C_M0105_1.02,508,917,,,,,,,,,,,,,,
HMX1,ENSG00000215612,97.59147581,181,39.31976626,1.679081517,2.503895203,0.670587777,0.502483171,0.72049146,-0.298878479,166,-6.137126423,HMX1_M5518_1.02,573,920,,,,,,,,,,,,,,
ATF5,ENSG00000169136,63.0683769,218,2871.09856,-0.824498731,0.631394141,-1.305838426,0.191607509,0.428110369,-0.717587474,481,2.0944971,ATF5_M6154_1.02,221,920,,,,,,,,,,,,,,
DMBX1,ENSG00000197587,23.09741059,287,105.6246618,0.342770671,0.981248602,0.349320926,0.72684839,0.865061922,-0.138556167,217,-3.212751415,DMBX1_M5345_1.02,416,920,,,,,,,,,,,,,,
SOX10,ENSG00000100146,155.9555622,132,5.691533677,0.751241472,1.043994518,0.719583732,0.471781331,0.697354612,-0.326259249,158,-7.225388264,SOX10_M6470_1.02,633,923,,,,,,,,,,,,,,
ID2,ENSG00000115738,-23.65498355,370.5,2445.706323,-0.765781572,0.73676085,-1.039389609,0.298623575,0.548222469,-0.52487591,444,5.751018608,ID2_M0189_1.02,108.5,923,,,,,,,,,,,,,,
NR1H2,ENSG00000131408,-67.65754265,469.5,2085.34956,0.361606913,0.412282791,0.877084666,0.380440653,0.625710581,-0.419713082,138,-0.601817163,NR1H2_M6383_1.02,316.5,924,,,,,,,,,,,,,,
GSC,ENSG00000133937,-12.36486805,350,62.36610096,1.097292301,1.272203341,0.862513299,0.388405118,0.632507923,-0.410715056,139,-3.761614825,GSC_M5500_1.02,436,925,,,,,,,,,,,,,,
ESR2,ENSG00000140009,-28.49749548,380,43.06850482,-0.546424138,0.625114436,-0.874118572,0.382053685,0.62716775,-0.417875608,408,4.43879007,ESR2_M6219_1.02,137,925,,,,,,,,,,,,,,
ZNF691,ENSG00000164011,-32.33457908,391,547.2932822,-0.083149964,0.315834447,-0.263270726,0.792341922,0.899942262,-0.101087366,299,1.39907996,ZNF691_M0428_1.02,237,927,,,,,,,,,,,,,,
BBX,ENSG00000114439,-19.17829035,362,4247.534192,0.492469995,0.268123217,1.836730142,0.066249743,0.231736511,-1.178815801,63,-4.902788013,BBX_M1583_1.02,504,929,,,,,,,,,,,,,,
