gene_name,Ensembl_ID,outdegree_diff,rank_outdegree,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,logpvalue,rank_exp,chromvar_ave_diff,motif_name,rank_chromvar,TF_rank,,,,,,,,,,,,,,
RAX2,ENSG00000173976,-106.3934721,517,0.496869545,0.589867335,1.602399774,0.368114964,0.712787514,NA,-0.147039917,215,-2.931437789,RAX2_M5772_1.02,406.5,1138.5,,,,,,,,,,,,,,
HOXD10,ENSG00000128710,245.9841061,96,351.4429029,-8.670802375,1.727196252,-5.020160487,5.16E-07,3.68E-05,-6.287111949,720,-0.736439308,HOXD10_M6301_1.02,323,1139,,,,,,,,,,,,,,
ZNF333,ENSG00000160961,20.25208224,292,501.5308746,-0.148344908,0.392808338,-0.377652136,0.705689029,0.852929133,-0.151386634,317,-5.317501481,ZNF333_M6555_1.02,532,1141,,,,,,,,,,,,,,
MXI1,ENSG00000119950,-62.1486072,458,1943.45226,1.017026461,0.31116588,3.268438237,0.001081428,0.01477056,-2.966002481,18,-8.554882794,MXI1_M4678_1.02,665,1141,,,,,,,,,,,,,,
TFCP2,ENSG00000135457,-131.0654729,544,2011.788327,-1.171494682,0.868026531,-1.349606999,0.177142078,0.41207649,-0.751678265,485,5.542338582,TFCP2_M5928_1.02,114,1143,,,,,,,,,,,,,,
HOXA7,ENSG00000122592,73.77347882,206,95.52785777,-2.563496659,1.000077268,-2.563298598,0.010368284,0.072031527,-1.984293134,627,-0.48323271,HOXA7_M6293_1.02,313,1146,,,,,,,,,,,,,,
TFDP3,ENSG00000183434,-32.37834436,393,0.655946646,-2.26342346,2.855186789,-0.79274094,0.427928772,NA,-0.368628512,392,-1.699064922,TFDP3_M6515_1.02,362,1147,,,,,,,,,,,,,,
CREB3L4,ENSG00000143578,-97.73150518,504.5,1599.312426,1.81749116,0.498395277,3.64668616,0.000265644,0.005172381,-3.575699915,13,-7.203826076,CREB3L4_M5323_1.02,630,1147.5,,,,,,,,,,,,,,
EOMES,ENSG00000163508,-205.150711,602,47.35336006,0.836673623,0.870139226,0.961539945,0.336280751,0.584596489,-0.473297991,128,-3.312135101,EOMES_M5396_1.02,418,1148,,,,,,,,,,,,,,
SP6,ENSG00000189120,-266.5064094,637.5,438.8467731,-0.810527005,0.921098549,-0.879956879,0.37888267,0.624167391,-0.421495259,413,6.243717688,SP6_M5209_1.02,97.5,1148,,,,,,,,,,,,,,
ATF2,ENSG00000115966,81.14670053,193,2550.478086,-0.640427144,0.261523273,-2.448834236,0.014331939,0.089175038,-1.843695051,615,-1.085997016,ATF2_M3088_1.02,341,1149,,,,,,,,,,,,,,
HIVEP2,ENSG00000010818,-109.7010518,522,2197.97705,0.247915238,0.579387095,0.427892232,0.668729583,0.83012335,-0.174749464,205,-3.481632972,HIVEP2_M6545_1.02,425,1152,,,,,,,,,,,,,,
CDC5L,ENSG00000096401,64.64696444,214,5100.735919,-0.458344185,0.28870586,-1.587581853,0.112380924,0.317255232,-0.9493074,522,-3.330057878,CDC5L_M6166_1.02,419,1155,,,,,,,,,,,,,,
GLI1,ENSG00000111087,-348.0247092,661,17.62259066,0.637810759,0.693828849,0.919262381,0.35795835,0.604403271,-0.446167503,135,-1.629796081,GLI1_M6264_1.02,359,1155,,,,,,,,,,,,,,
PKNOX2,ENSG00000165495,-75.63798276,480,49.38513985,2.292744716,1.210832632,1.89352736,0.058287773,0.214004514,-1.234422535,60,-6.878151716,PKNOX2_M5722_1.02,617,1157,,,,,,,,,,,,,,
TBX18,ENSG00000112837,-235.9560728,625,13.88822961,4.778554025,2.126681828,2.246952959,0.024643034,0.126323676,-1.60830583,39,-4.769364965,TBX18_M5880_1.02,493,1157,,,,,,,,,,,,,,
ZBTB7B,ENSG00000160685,-540.2264779,710,4051.465689,1.507135814,0.306195629,4.922133658,8.56E-07,5.67E-05,-6.067497253,5,-3.935331703,ZBTB7B_M6539_1.02,443,1158,,,,,,,,,,,,,,
HOXB6,ENSG00000108511,40.12546516,255,597.7008313,-0.93930617,0.998463926,-0.940751234,0.346832357,0.594557147,-0.459880393,427,-4.571914281,HOXB6_M6296_1.02,481,1163,,,,,,,,,,,,,,
ZNF76,ENSG00000065029,-143.604593,558,2149.764467,0.054412683,0.367270204,0.148154364,0.882220947,0.946371823,-0.054422635,240,-1.751515309,ZNF76_M1915_1.02,369,1167,,,,,,,,,,,,,,
SIX3,ENSG00000138083,72.46410822,207,107.3296225,-2.534768341,1.016139252,-2.494508834,0.012613159,0.082101986,-1.89917614,618,-1.161481919,SIX3_M1016_1.02,343,1168,,,,,,,,,,,,,,
NR4A2,ENSG00000153234,52.39382364,235,428.3609839,-3.201716546,0.674937533,-4.743722773,2.10E-06,0.000111526,-5.67814079,716,2.127417476,NR4A2_M5685_1.02,220,1171,,,,,,,,,,,,,,
LHX2,ENSG00000106689,13.90536577,304,123.4584688,-0.304862327,0.892827818,-0.341457022,0.732759555,0.869069984,-0.13503851,311,-5.774529603,LHX2_M0889_1.02,558,1173,,,,,,,,,,,,,,
SOX11,ENSG00000176887,142.7211519,140,708.7176043,-3.408039493,1.465858002,-2.324945178,0.020074892,0.110403874,-1.697346786,606,-3.610101518,SOX11_M1601_1.02,430,1176,,,,,,,,,,,,,,
VSX2,ENSG00000119614,-70.19336113,473,0.644790549,0.912650276,1.502224066,0.607532722,0.543497434,NA,-0.264802502,174,-5.281390351,VSX2_M3059_1.02,529,1176,,,,,,,,,,,,,,
SIM1,ENSG00000112246,30.56662719,276.5,98.12674145,-4.956862833,1.939969555,-2.555124033,0.010614997,0.073084549,-1.974080143,625,0.52314841,SIM1_M5234_1.02,276.5,1178,,,,,,,,,,,,,,
SOX17,ENSG00000164736,-22.10588178,365,0.181215362,-0.813779546,3.948044984,-0.206122156,0.836695492,NA,-0.077432571,292,-5.063837071,SOX17_M6473_1.02,521,1178,,,,,,,,,,,,,,
EN2,ENSG00000164778,-129.5094977,542,145.6268287,2.147046999,1.285881475,1.66970832,0.094977087,0.286804408,-1.022381156,76,-5.828893217,EN2_M5394_1.02,561,1179,,,,,,,,,,,,,,
HEYL,ENSG00000163909,16.61240858,298,44.16170155,-1.609529606,1.026450296,-1.56805411,NA,NA,NA,746,4.504871392,HEYL_M0183_1.02,136,1180,,,,,,,,,,,,,,
VAX1,ENSG00000148704,-54.6134533,439.5,13.45295462,1.024022774,1.468287473,0.697426623,0.485535845,0.707269346,-0.313778702,161,-6.263284086,VAX1_M5944_1.02,579.5,1180,,,,,,,,,,,,,,
KLF7,ENSG00000118263,-614.9259275,725,1043.459774,0.407309838,0.615971724,0.661247622,0.508453526,0.724924904,-0.293748737,167,0.301127552,KLF7_M0405_1.02,289,1181,,,,,,,,,,,,,,
LHX4,ENSG00000121454,-43.95678103,417,209.3262117,0.802649513,0.528930128,1.517496301,0.129141427,0.344462355,-0.88893442,86,-9.584247248,LHX4_M0958_1.02,681.5,1184.5,,,,,,,,,,,,,,
POU4F1,ENSG00000152192,149.7720365,136,363.4677339,-3.493006433,1.70041959,-2.054202654,0.039956082,0.1706938,-1.398417108,574,-4.517860523,POU4F1_M5740_1.02,476,1186,,,,,,,,,,,,,,
ELK3,ENSG00000111145,-54.22715578,437,907.9898122,-1.452815363,0.77207957,-1.881691239,0.05987795,0.217098505,-1.222733077,552,2.800741456,ELK3_M5384_1.02,197,1186,,,,,,,,,,,,,,
SIX2,ENSG00000170577,59.57558767,221,1134.90867,-4.704093006,0.935170102,-5.030200386,4.90E-07,3.54E-05,-6.30983274,721,1.124558944,SIX2_M0952_1.02,249,1191,,,,,,,,,,,,,,
CTCFL,ENSG00000124092,-133.7248223,547,7.346540609,-4.424004618,2.090305512,-2.116439245,0.034307467,0.155068371,-1.464611342,578,9.314275392,CTCFL_M4612_1.02,66,1191,,,,,,,,,,,,,,
NKX22,ENSG00000125820,103.7736383,175,219.6236958,-1.339080697,1.623310395,-0.824907363,0.409424186,0.650280591,-0.387826506,399,-6.933609619,NKX22_M6375_1.02,620,1194,,,,,,,,,,,,,,
IRF9,ENSG00000213928,192.9682442,112,96.61680892,-0.707754047,0.506051461,-1.398581176,0.161938615,0.391277843,-0.790649581,494,-6.395147782,IRF9_M6314_1.02,589,1195,,,,,,,,,,,,,,
PRRX1,ENSG00000116132,34.90140324,264,70.57902318,-2.569815835,1.703337998,-1.50869401,0.131376997,0.347929054,-0.88148067,510,-3.480074108,PRRX1_M5756_1.02,424,1198,,,,,,,,,,,,,,
E2F7,ENSG00000165891,-31.9340078,390,1452.025436,-0.552328628,0.500830288,-1.10282593,0.270102765,0.518908485,-0.56847097,451,-1.621803781,E2F7_M6196_1.02,358,1199,,,,,,,,,,,,,,
TFEB,ENSG00000112561,-88.18102901,492,570.93742,-0.638544486,0.532054401,-1.200148865,0.230081531,0.474495836,-0.638118242,461,1.173592633,TFEB_M5931_1.02,247,1200,,,,,,,,,,,,,,
RBPJ,ENSG00000168214,-19.41824432,363,4816.376381,-0.28113023,0.558188221,-0.503647729,0.614508946,0.796246094,-0.21147179,337,-4.864740124,RBPJ_M6499_1.02,501,1201,,,,,,,,,,,,,,
MAFB,ENSG00000204103,-202.9887569,601,759.7236851,0.950179422,1.235256688,0.769216172,0.441764991,0.675398258,-0.354808704,154,-4.030410618,MAFB_M6331_1.02,447,1202,,,,,,,,,,,,,,
ZNF354C,ENSG00000177932,-120.4427505,536,595.8545039,-0.297274564,1.081176852,-0.274954614,0.783351108,0.894912759,-0.106043538,300,-1.749478636,ZNF354C_M1950_1.02,368,1204,,,,,,,,,,,,,,
TBX1,ENSG00000184058,-327.580231,657,483.5685547,1.662558339,0.841684562,1.975274839,0.048236967,0.191747044,-1.316620008,53,-4.77710654,TBX1_M5876_1.02,496,1206,,,,,,,,,,,,,,
ZNF75D,ENSG00000186376,-188.6465255,594.5,92.87253448,0.555784266,0.605626561,0.917701273,0.358775281,0.605137151,-0.445177487,136,-4.520943115,ZNF75D_M5979_1.02,477.5,1208,,,,,,,,,,,,,,
ERG,ENSG00000157554,11.31375511,309,1043.098045,3.193705612,1.361484184,2.345753002,NA,NA,NA,738,3.573340925,ERG_M5400_1.02,163,1210,,,,,,,,,,,,,,
MYCN,ENSG00000134323,-31.3305487,389,361.5940962,-6.742349401,1.36427639,-4.942069987,7.73E-07,5.23E-05,-6.111834799,718,5.828733311,MYCN_M3642_1.02,105,1212,,,,,,,,,,,,,,
TERF2,ENSG00000132604,-65.57050262,463,1585.374772,-0.200336309,0.271321567,-0.738372226,0.460288288,0.689485757,-0.336970076,378,-2.147894976,TERF2_M1358_1.02,378,1219,,,,,,,,,,,,,,
ARID2,ENSG00000189079,-135.2087455,550,2807.847764,0.569543745,0.350053061,1.627021185,0.103732599,0.302661982,-0.984084743,79,-6.453465172,ARID2_M1536_1.02,593,1222,,,,,,,,,,,,,,
EVX1,ENSG00000106038,-25.07738679,374,51.06026893,0.498689616,1.170339783,0.426106694,0.670030103,0.83091886,-0.173905685,207,-7.512582048,EVX1_M5427_1.02,642,1223,,,,,,,,,,,,,,
ESR1,ENSG00000091831,-84.85261745,488,68.05399256,-2.809517573,0.966479025,-2.906961767,0.003649578,0.034826072,-2.437757349,647,6.391853455,ESR1_M4697_1.02,93,1228,,,,,,,,,,,,,,
TBR1,ENSG00000136535,-109.9955083,523,5.199577775,0.026615402,0.775267689,0.034330596,0.972613527,0.987974886,-0.012059695,261,-3.954311367,TBR1_M5874_1.02,444,1228,,,,,,,,,,,,,,
SMAD1,ENSG00000170365,-45.76539054,425,904.3989582,-0.843842918,0.38363833,-2.199579271,0.027836759,0.136241371,-1.555381327,590,2.345242607,SMAD1_M6463_1.02,213.5,1228.5,,,,,,,,,,,,,,
NKX32,ENSG00000109705,-86.75784437,491,35.34029232,0.683085477,0.814689424,0.838461206,0.401771727,0.643809508,-0.396020628,143,-6.527239779,NKX32_M6379_1.02,596,1230,,,,,,,,,,,,,,
SOX18,ENSG00000203883,56.7572628,226,14.79728287,-0.630062723,1.043637703,-0.603717862,0.546031236,0.751312216,-0.262782512,356,-7.875525928,SOX18_M5823_1.02,649,1231,,,,,,,,,,,,,,
HEY1,ENSG00000164683,-36.64612582,401,743.8698073,-3.18783618,0.826040254,-3.859177762,0.000113769,0.002701191,-3.943975438,699,4.511205203,HEY1_M5509_1.02,134,1234,,,,,,,,,,,,,,
SIX1,ENSG00000126778,75.36833573,205,2391.337205,-1.768558481,0.507758845,-3.483067797,0.000495703,0.008276456,-3.304778617,680,-1.44450568,SIX1_M1049_1.02,351,1236,,,,,,,,,,,,,,
KLF13,ENSG00000169926,-149.0101905,568.5,3866.930965,-0.361256153,0.433905594,-0.832568553,0.405088101,0.646739388,-0.392450514,401,0.682568404,KLF13_M5591_1.02,266.5,1236,,,,,,,,,,,,,,
HIVEP1,ENSG00000095951,-180.412311,589,1146.855041,0.281435424,0.295811663,0.951400701,0.341401005,0.589483839,-0.466735205,130,-5.056383762,HIVEP1_M6544_1.02,518.5,1237.5,,,,,,,,,,,,,,
SIX4,ENSG00000100625,53.07522373,233,2022.838157,-0.957901415,0.324034961,-2.956166869,0.003114885,0.031152931,-2.506557959,651,-1.490565826,SIX4_M0994_1.02,355,1239,,,,,,,,,,,,,,
DLX1,ENSG00000144355,-80.87676003,486,882.5402742,0.600023754,0.949975749,0.631620075,0.527635165,0.738749542,-0.277666268,171,-6.287737305,DLX1_M5339_1.02,582,1239,,,,,,,,,,,,,,
NPAS3,ENSG00000151322,30.56662719,276.5,89.07597995,-4.441842543,1.191482884,-3.727995259,0.000193009,0.004057104,-3.714422422,689,0.52314841,NPAS3_M5234_1.02,276.5,1242,,,,,,,,,,,,,,
IRF7,ENSG00000185507,-56.79845006,448,733.6586758,0.129411635,0.675858205,0.191477494,0.848151512,0.929390018,-0.071526559,236,-5.854484735,IRF7_M6312_1.02,562,1246,,,,,,,,,,,,,,
PAX8,ENSG00000125618,-77.03347685,481,72.02714557,1.927786827,1.295223255,1.488381883,0.136650212,0.355757889,-0.864389691,90,-9.322400441,PAX8_M6411_1.02,677,1248,,,,,,,,,,,,,,
ELF1,ENSG00000120690,-112.4024484,526,1968.515007,-0.572471505,0.292480255,-1.957299664,0.050312247,0.196523327,-1.298326286,563,3.659656715,ELF1_M4563_1.02,159,1248,,,,,,,,,,,,,,
TFEC,ENSG00000105967,-136.4240702,553,2.807134148,-1.31936078,1.119154022,-1.178891157,0.238441519,0.483922433,-0.62261812,460,1.421215254,TFEC_M5932_1.02,235,1248,,,,,,,,,,,,,,
PRRX2,ENSG00000167157,-74.30843575,478,58.05501393,-0.970675226,1.360829397,-0.713296779,0.47566213,0.700420594,-0.322701423,373,-2.931437789,PRRX2_M5757_1.02,406.5,1257.5,,,,,,,,,,,,,,
GBX2,ENSG00000168505,89.12230241,186,53.89256628,-0.944445614,0.871066683,-1.084240314,0.278258261,0.526794709,-0.555551933,450,-7.095518158,GBX2_M5481_1.02,625,1261,,,,,,,,,,,,,,
NR4A3,ENSG00000119508,-42.5737876,416,40.93461442,-1.935483598,0.646380094,-2.99434283,0.002750367,0.028594481,-2.560609326,655,2.908857574,NR4A3_M6395_1.02,190,1261,,,,,,,,,,,,,,
UNCX,ENSG00000164853,-45.21602636,424,1.979653389,-1.552450019,2.411967261,-0.643644731,0.519805837,0.733273711,-0.284158848,364,-4.495272038,UNCX_M5942_1.02,473.5,1261.5,,,,,,,,,,,,,,
HMGA2,ENSG00000149948,59.8961564,220,384.7609512,-2.063976306,1.408066913,-1.465822602,NA,NA,NA,739,-0.200916006,HMGA2_M6280_1.02,305,1264,,,,,,,,,,,,,,
OSR1,ENSG00000143867,38.98175402,257,311.6260096,-4.262052745,0.869306173,-4.902821215,9.45E-07,6.11E-05,-6.024706273,717,0.290783227,OSR1_M0431_1.02,290,1264,,,,,,,,,,,,,,
TFE3,ENSG00000068323,-151.8651136,571,615.093554,-0.560008165,0.301946628,-1.854659443,0.063644874,0.225904468,-1.19623657,551,4.048417627,TFE3_M5930_1.02,147,1269,,,,,,,,,,,,,,
NEUROD2,ENSG00000171532,-17.24835881,359,9.067617944,-1.103451926,1.357932031,-0.812597318,0.41644897,0.655632812,-0.380438208,396,-5.049019138,NEUROD2_M5652_1.02,515,1270,,,,,,,,,,,,,,
NR2F1,ENSG00000175745,-28.13966799,379,6883.136853,-4.74194751,1.19041596,-3.983437446,6.79E-05,0.001818304,-4.167966792,701,2.901103876,NR2F1_M5677_1.02,191,1271,,,,,,,,,,,,,,
SREBF1,ENSG00000072310,-399.7620032,674,11123.76287,0.786272486,0.465116196,1.690486147,0.090934986,0.279880973,-1.041268994,73,-5.240699087,SREBF1_M2387_1.02,526,1273,,,,,,,,,,,,,,
ZNF75A,ENSG00000162086,-188.6465255,594.5,1269.514324,0.148668559,0.341717614,0.435062616,0.663516978,0.827109608,-0.17814796,204,-4.520943115,ZNF75A_M5979_1.02,477.5,1276,,,,,,,,,,,,,,
DLX2,ENSG00000115844,-10.46703713,347,358.5907223,-1.21935702,0.958261813,-1.272467507,0.203207062,0.442508351,-0.692061203,475,-4.222226344,DLX2_M6188_1.02,457.5,1279.5,,,,,,,,,,,,,,
MYB,ENSG00000118513,98.70580022,180,1385.014532,-2.631557536,0.592709621,-4.439876528,9.00E-06,0.00036203,-5.045706806,710,-2.562590752,MYB_M3068_1.02,391,1281,,,,,,,,,,,,,,
HAND1,ENSG00000113196,12.41225274,306.5,2.868736232,0.232571949,1.608271644,0.144609867,NA,NA,NA,764,2.403683483,HAND1_M6268_1.02,210.5,1281,,,,,,,,,,,,,,
TBX19,ENSG00000143178,4.363112905,322,120.0260026,-1.141964392,0.453044726,-2.520643825,0.011714036,0.078274738,-1.931293461,621,-1.052948811,TBX19_M5882_1.02,338,1281,,,,,,,,,,,,,,
MGA,ENSG00000174197,-217.0819371,610,4111.426656,0.63017833,0.35178141,1.791391791,0.073230445,0.245693979,-1.135308325,67,-6.724007383,MGA_M5628_1.02,604,1281,,,,,,,,,,,,,,
RARA,ENSG00000131759,-112.4828271,528,980.8492607,-1.138627045,0.344600019,-3.304199018,0.000952482,0.013445512,-3.02114327,670,6.904826999,RARA_M5762_1.02,85,1283,,,,,,,,,,,,,,
TBX20,ENSG00000164532,-154.0025976,573,24.85919606,-0.422452713,1.858459661,-0.227313361,0.820180084,0.91566049,-0.086090781,295,-3.201245427,TBX20_M5883_1.02,415,1283,,,,,,,,,,,,,,
GCM1,ENSG00000137270,-218.2465981,612,4.149472673,-0.391113251,0.776347891,-0.503786067,0.61441172,0.796236334,-0.211540509,338,-0.953505806,GCM1_M5484_1.02,334,1284,,,,,,,,,,,,,,
HOXB5,ENSG00000120075,18.14302914,294,295.4770872,-0.734561445,1.111062594,-0.661134169,0.508526274,0.724951677,-0.293686603,367,-7.025533038,HOXB5_M5543_1.02,624,1285,,,,,,,,,,,,,,
PAX3,ENSG00000135903,16.13034012,299,8.822071086,-2.910338042,1.613771535,-1.803438702,0.071319344,0.241567834,-1.146792659,546,-3.90961207,PAX3_M5704_1.02,441,1286,,,,,,,,,,,,,,
TBX15,ENSG00000092607,-235.9560728,625,25.458394,0.5262766,0.828091254,0.635529716,0.525082992,0.736879379,-0.279772049,170,-4.769364965,TBX15_M5880_1.02,493,1288,,,,,,,,,,,,,,
CIC,ENSG00000079432,-37.27321553,403,3985.579197,-0.605985313,0.311228499,-1.947075266,0.051525712,0.199248753,-1.287976,561,-0.787437644,CIC_M1581_1.02,325,1289,,,,,,,,,,,,,,
DMRTA2,ENSG00000142700,80.45115683,197,6.658716986,-4.011417008,1.5046768,-2.665965879,0.007676748,0.058405707,-2.114822693,636,-4.390779993,DMRTA2_M0632_1.02,465,1298,,,,,,,,,,,,,,
ETV1,ENSG00000006468,-30.89992562,388,2188.638712,0.350730188,0.960629697,0.365104461,NA,NA,NA,737,3.348802171,ETV1_M5420_1.02,173,1298,,,,,,,,,,,,,,
OLIG3,ENSG00000177468,34.44063028,265,8.710957244,-5.92211145,2.228438655,-2.657516031,0.007871885,0.059420601,-2.103921279,634,-2.805413202,OLIG3_M5693_1.02,400,1299,,,,,,,,,,,,,,
THAP1,ENSG00000131931,-197.3597748,597,596.2926166,-0.159160685,0.256461828,-0.620601848,0.534861623,0.743976499,-0.271758562,358,-1.230219706,THAP1_M2389_1.02,345,1300,,,,,,,,,,,,,,
MITF,ENSG00000187098,-96.77261359,501,627.9216555,-1.054970954,0.703017397,-1.500632785,0.133450567,0.350885537,-0.874679578,509,0.030464924,MITF_M6345_1.02,294,1304,,,,,,,,,,,,,,
ELF2,ENSG00000109381,-279.3640515,645,1752.692182,-0.050786854,0.278957447,-0.182059503,0.85553603,0.932795959,-0.067761696,289,-1.754291136,ELF2_M6204_1.02,370,1304,,,,,,,,,,,,,,
BHLHE23,ENSG00000125533,-4.4631127,339,2.657242181,-4.220346038,2.869240692,-1.470892996,0.141320057,0.363113721,-0.849796196,504,-4.426902645,BHLHE23_M5308_1.02,471,1314,,,,,,,,,,,,,,
ETV6,ENSG00000139083,-241.5175837,629,1498.768687,-0.861901269,0.518254745,-1.663084182,0.096295586,0.289294698,-1.016393621,531,3.725812606,ETV6_M5425_1.02,154,1314,,,,,,,,,,,,,,
HOXA4,ENSG00000197576,580.030027,59,76.89929536,-1.2771883,0.641261033,-1.991682378,0.046405918,0.187955204,-1.333426628,566,-9.978665745,HOXA4_M4737_1.02,690,1315,,,,,,,,,,,,,,
NEUROG3,ENSG00000122859,-63.3168166,460,2.476858902,-1.303008855,2.910241651,-0.447732186,0.65434649,0.821760146,-0.184192223,332,-5.080417189,NEUROG3_M5653_1.02,523,1315,,,,,,,,,,,,,,
PAX2,ENSG00000075891,-152.173525,572,19.14067318,2.541652196,1.16367871,2.184152872,0.028951017,0.139639861,-1.538336181,40,-11.64694294,PAX2_M6407_1.02,705,1317,,,,,,,,,,,,,,
TFAP2E,ENSG00000116819,-232.6458352,621,64.00988969,2.358885686,0.519867383,4.537475829,5.69E-06,0.00025192,-5.244646968,7,-9.875409792,TFAP2E_M0085_1.02,689,1317,,,,,,,,,,,,,,
PURA,ENSG00000185129,-760.4316232,735,1087.326341,0.532260093,0.292144012,1.82190999,0.068468644,0.235854918,-1.164508271,65,-5.054596226,PURA_M6442_1.02,517,1317,,,,,,,,,,,,,,
ETV5,ENSG00000244405,-51.51403736,435,3032.641471,-4.492061567,0.797149558,-5.635155311,1.75E-08,2.27E-06,-7.757208605,728,3.684944332,ETV5_M5424_1.02,156,1319,,,,,,,,,,,,,,
BCL6B,ENSG00000161940,57.23823648,224,31.61807565,1.50513456,0.984221018,1.529264802,NA,NA,NA,750,-1.236782996,BCL6B_M5303_1.02,346,1320,,,,,,,,,,,,,,
ALX3,ENSG00000156150,-37.31027441,404,0.446140651,-0.480031364,1.654377058,-0.290158378,0.771695077,NA,-0.112554271,304,-6.853590399,ALX3_M5284_1.02,612,1320,,,,,,,,,,,,,,
RFX1,ENSG00000132005,-146.6596618,563,815.0530431,0.128730133,0.26028494,0.494573883,0.620900942,0.800997586,-0.206977682,189,-6.012382977,RFX1_M6451_1.02,568,1320,,,,,,,,,,,,,,
SHOX2,ENSG00000168779,-147.8777718,566,174.3770174,-0.588103368,1.040370172,-0.565282805,0.571881423,0.769014999,-0.242694011,353,-2.931437789,SHOX2_M5807_1.02,406.5,1325.5,,,,,,,,,,,,,,
PROX1,ENSG00000117707,-35.19033635,399,3910.586484,-8.581382612,1.270954033,-6.751922089,1.46E-11,6.78E-09,-10.83594702,736,2.874118811,PROX1_M5753_1.02,193,1328,,,,,,,,,,,,,,
HIF1A,ENSG00000100644,-59.03183733,452,14203.07191,-1.389151955,0.452011684,-3.07326559,0.0021173,0.023813434,-2.67421769,659,2.209564207,HIF1A_M6275_1.02,217,1328,,,,,,,,,,,,,,
NFIL3,ENSG00000165030,45.9850243,245,1122.200686,-1.406769056,0.450576704,-3.122152215,0.001795341,0.021175893,-2.745853081,663,-3.344131893,NFIL3_M3156_1.02,421,1329,,,,,,,,,,,,,,
BHLHE22,ENSG00000180828,7.686412456,312,62.1227851,-6.101320757,2.141404923,-2.84921394,0.00438274,0.039606329,-2.358254309,643,-1.841116638,BHLHE22_M5307_1.02,374,1329,,,,,,,,,,,,,,
NKX11,ENSG00000235608,-45.00764988,422,0.302066364,-1.434793674,3.945672556,-0.36363729,0.716128877,NA,-0.145008813,315,-6.507317982,NKX11_M1125_1.02,594,1331,,,,,,,,,,,,,,
OTP,ENSG00000171540,-96.2990575,500,10.3744335,-0.501659717,0.715472325,-0.7011588,0.483203918,0.705459919,-0.315869553,370,-4.246980454,OTP_M0943_1.02,461,1331,,,,,,,,,,,,,,
ATF7,ENSG00000170653,-73.45598026,476,1300.605365,0.087071802,0.227877049,0.382099918,0.702387253,0.851003346,-0.153423379,212,-7.706753374,ATF7_M5293_1.02,646,1334,,,,,,,,,,,,,,
HOXB4,ENSG00000182742,84.29913433,187,247.5728326,-2.643925093,1.087718449,-2.430707225,0.015069386,0.091813207,-1.821904444,613,-5.351588041,HOXB4_M1012_1.02,535,1335,,,,,,,,,,,,,,
SPZ1,ENSG00000164299,-239.2586979,627,0.565159645,0.949915757,1.746923715,0.543764876,0.586603282,NA,-0.231655511,183,-5.279821242,SPZ1_M3942_1.02,528,1338,,,,,,,,,,,,,,
PITX3,ENSG00000107859,70.63132585,209,10.31220667,0.285649052,1.140792306,0.250395318,NA,NA,NA,757,-1.818351299,PITX3_M5720_1.02,373,1339,,,,,,,,,,,,,,
PRDM4,ENSG00000110851,-66.27828418,464,2013.923905,-0.171849354,0.275016017,-0.624870347,0.532056156,0.74194903,-0.274042528,361,-5.052013652,PRDM4_M5750_1.02,516,1341,,,,,,,,,,,,,,
BHLHE41,ENSG00000123095,-106.8089065,518,700.8729478,-4.079091966,1.141003998,-3.575002342,0.000350225,0.006407235,-3.455653153,684,4.383180544,BHLHE41_M5306_1.02,139,1341,,,,,,,,,,,,,,
ERF,ENSG00000105722,-100.0785899,510,1988.18262,-0.562207715,0.341450881,-1.646525889,0.099655535,0.295503428,-1.001498577,530,-0.162857851,ERF_M5398_1.02,304,1344,,,,,,,,,,,,,,
KLF15,ENSG00000163884,-729.5104058,732,529.3447457,3.557265262,0.64414313,5.522476443,3.34E-08,3.87E-06,-7.475922574,4,-6.794450782,KLF15_M6321_1.02,608,1344,,,,,,,,,,,,,,
PKNOX1,ENSG00000160199,-74.90658109,479,1326.43452,-0.07075306,0.199672764,-0.354345071,0.723080294,0.862956943,-0.140813474,313,-5.719897702,PKNOX1_M5721_1.02,553,1345,,,,,,,,,,,,,,
SMAD5,ENSG00000113658,-356.8466805,665,6070.443872,-0.437901428,0.350698419,-1.248655267,0.211791189,0.453189308,-0.674092112,472,2.345242607,SMAD5_M6463_1.02,213.5,1350.5,,,,,,,,,,,,,,
ZFHX2,ENSG00000136367,-47.67649193,428,367.9821588,-0.313650901,0.440390008,-0.712211666,0.476333714,0.700764646,-0.322088679,372,-5.746074564,ZFHX2_M0893_1.02,554,1354,,,,,,,,,,,,,,
LMX1B,ENSG00000136944,-97.54926601,503,128.7767791,-0.822832481,1.111595309,-0.740226658,0.459162475,0.688448885,-0.338033612,379,-4.495272038,LMX1B_M5605_1.02,473.5,1355.5,,,,,,,,,,,,,,
GSX2,ENSG00000180613,-35.06396196,398,0.731704853,-2.424176001,2.269261348,-1.068266554,0.285400291,NA,-0.544545589,447,-5.021994079,GSX2_M5503_1.02,512,1357,,,,,,,,,,,,,,
NKX28,ENSG00000136327,-37.62120577,406,53.79463571,-1.682308938,0.87019823,-1.933247943,0.053205661,0.202798608,-1.274042155,560,-2.59590924,NKX28_M6377_1.02,394,1360,,,,,,,,,,,,,,
